country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","04-05-2025 21:00:00",16.9872867,81.7363176,NH3,1,2,2
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","04-05-2025 21:00:00",16.9872867,81.7363176,CO,23,116,59
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","04-05-2025 21:00:00",13.67,79.35,PM2.5,39,117,64
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","04-05-2025 21:00:00",13.67,79.35,NO2,11,28,19
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","04-05-2025 21:00:00",13.67,79.35,NH3,1,2,1
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","04-05-2025 21:00:00",13.67,79.35,CO,24,43,33
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","04-05-2025 21:00:00",13.615387,79.409230,NO2,9,25,15
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","04-05-2025 21:00:00",13.615387,79.409230,SO2,5,12,11
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","04-05-2025 21:00:00",13.615387,79.409230,CO,12,33,28
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","04-05-2025 21:00:00",16.536107,80.594233,PM10,67,95,74
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","04-05-2025 21:00:00",25.251013,86.989001,NO2,14,26,20
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","04-05-2025 21:00:00",25.251013,86.989001,SO2,12,47,25
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","04-05-2025 21:00:00",25.251013,86.989001,CO,6,16,11
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","04-05-2025 21:00:00",25.265194,87.012947,PM10,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","04-05-2025 21:00:00",25.204762,85.514960,PM2.5,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","04-05-2025 21:00:00",25.204762,85.514960,NH3,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","04-05-2025 21:00:00",25.567520,83.966379,PM10,54,109,79
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","04-05-2025 21:00:00",25.567520,83.966379,OZONE,4,19,6
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","04-05-2025 21:00:00",25.7808257,84.7446768,NO2,112,309,125
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","04-05-2025 21:00:00",25.7808257,84.7446768,OZONE,10,31,23
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","04-05-2025 21:00:00",26.181742,91.78063,SO2,21,23,22
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","04-05-2025 21:00:00",26.349082,92.68449,PM2.5,23,140,70
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","04-05-2025 21:00:00",26.446912,91.439057,PM10,46,149,71
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","04-05-2025 21:00:00",26.446912,91.439057,CO,10,41,28
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","04-05-2025 21:00:00",26.987634,94.636574,SO2,7,10,9
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","04-05-2025 21:00:00",26.987634,94.636574,CO,6,24,11
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","04-05-2025 21:00:00",26.146529,87.454184,NO2,7,7,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-05-2025 21:00:00",26.11442,85.39813,SO2,5,9,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-05-2025 21:00:00",26.11442,85.39813,CO,15,42,23
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","04-05-2025 21:00:00",26.1403345,85.3650192,CO,102,102,102
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","04-05-2025 21:00:00",26.1403345,85.3650192,OZONE,25,122,92
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","04-05-2025 21:00:00",25.592539,85.227158,NO2,5,9,7
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","04-05-2025 21:00:00",25.610369,85.132568,PM2.5,57,133,84
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","04-05-2025 21:00:00",25.610369,85.132568,SO2,19,24,20
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","04-05-2025 21:00:00",16.5150833,80.5181667,SO2,11,14,13
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","04-05-2025 21:00:00",14.675886,77.593027,PM2.5,58,73,64
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","04-05-2025 21:00:00",14.675886,77.593027,PM10,60,74,65
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","04-05-2025 21:00:00",14.675886,77.593027,NO2,23,42,28
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","04-05-2025 21:00:00",14.675886,77.593027,NH3,5,10,7
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","04-05-2025 21:00:00",13.204880,79.097889,NH3,6,8,6
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","04-05-2025 21:00:00",24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","04-05-2025 21:00:00",24.75746,84.366208,NO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","04-05-2025 21:00:00",24.75746,84.366208,NH3,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","04-05-2025 21:00:00",24.75746,84.366208,CO,20,36,30
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","04-05-2025 21:00:00",25.42742023,86.13886079,PM2.5,18,267,68
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","04-05-2025 21:00:00",25.42742023,86.13886079,NO2,71,126,95
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","04-05-2025 21:00:00",26.80365,84.51954,PM10,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-05-2025 21:00:00",26.0881305,87.93840336,PM2.5,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-05-2025 21:00:00",26.0881305,87.93840336,NO2,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-05-2025 21:00:00",26.0881305,87.93840336,CO,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","04-05-2025 21:00:00",27.308328,84.531742,NH3,1,1,1
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-05-2025 21:00:00",26.11442,85.39813,PM2.5,43,90,62
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-05-2025 21:00:00",26.11442,85.39813,NH3,3,5,4
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","04-05-2025 21:00:00",24.792403,84.992416,PM10,35,116,71
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","04-05-2025 21:00:00",24.792403,84.992416,NH3,4,6,5
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","04-05-2025 21:00:00",25.697189,85.245900,PM10,70,105,84
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","04-05-2025 21:00:00",25.697189,85.245900,NO2,2,18,10
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","04-05-2025 21:00:00",25.560083,87.553265,SO2,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","04-05-2025 21:00:00",25.560083,87.553265,CO,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","04-05-2025 21:00:00",16.536107,80.594233,SO2,2,9,7
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","04-05-2025 21:00:00",16.536107,80.594233,CO,34,34,34
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","04-05-2025 21:00:00",16.554731,80.649110,PM10,49,69,56
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","04-05-2025 21:00:00",17.72,83.3,CO,20,102,43
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","04-05-2025 21:00:00",27.103358,93.679645,OZONE,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","04-05-2025 21:00:00",26.10887,91.589544,SO2,11,14,12
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","04-05-2025 21:00:00",26.181742,91.78063,PM10,49,227,109
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","04-05-2025 21:00:00",28.5710274,77.0719006,CO,17,88,34
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","04-05-2025 21:00:00",28.5627763,77.1180053,PM2.5,56,319,125
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","04-05-2025 21:00:00",28.6811736,77.3025234,PM10,106,241,160
India,Delhi,Delhi,"ITO, Delhi - CPCB","04-05-2025 21:00:00",28.628624,77.241060,NO2,NA,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB","04-05-2025 21:00:00",28.628624,77.241060,SO2,NA,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB","04-05-2025 21:00:00",28.628624,77.241060,CO,NA,NA,NA
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-05-2025 21:00:00",28.732820,77.170633,NO2,28,88,53
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-05-2025 21:00:00",28.732820,77.170633,NH3,8,11,10
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-05-2025 21:00:00",28.732820,77.170633,SO2,4,28,19
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-05-2025 21:00:00",28.732820,77.170633,CO,66,117,82
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","04-05-2025 21:00:00",28.580280,77.233829,PM2.5,40,323,149
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","04-05-2025 21:00:00",28.580280,77.233829,NH3,15,24,19
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","04-05-2025 21:00:00",28.5512005,77.2735737,PM2.5,46,336,168
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","04-05-2025 21:00:00",28.5512005,77.2735737,OZONE,83,345,208
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","04-05-2025 21:00:00",28.656756,77.227234,PM2.5,63,70,67
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","04-05-2025 21:00:00",28.656756,77.227234,PM10,66,168,131
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","04-05-2025 21:00:00",28.656756,77.227234,NH3,10,15,12
India,Delhi,Delhi,"DTU, Delhi - CPCB","04-05-2025 21:00:00",28.7500499,77.1112615,PM2.5,54,264,138
India,Delhi,Delhi,"DTU, Delhi - CPCB","04-05-2025 21:00:00",28.7500499,77.1112615,NH3,12,16,14
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","04-05-2025 21:00:00",28.498571,77.264840,NO2,51,78,62
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","04-05-2025 21:00:00",28.498571,77.264840,OZONE,4,105,84
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","04-05-2025 21:00:00",28.5710274,77.0719006,PM2.5,68,399,190
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","04-05-2025 21:00:00",28.5710274,77.0719006,NH3,14,20,16
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","04-05-2025 21:00:00",22.368195,82.746431,PM2.5,18,51,29
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","04-05-2025 21:00:00",22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","04-05-2025 21:00:00",22.348441,82.549611,PM2.5,33,74,42
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","04-05-2025 21:00:00",22.348441,82.549611,NH3,2,6,4
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","04-05-2025 21:00:00",22.348441,82.549611,CO,19,50,29
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","04-05-2025 21:00:00",22.348441,82.549611,OZONE,35,36,35
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","04-05-2025 21:00:00",22.126650,83.483212,OZONE,8,9,8
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","04-05-2025 21:00:00",22.1910172,83.5197009,PM2.5,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","04-05-2025 21:00:00",22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","04-05-2025 21:00:00",22.1910172,83.5197009,CO,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","04-05-2025 21:00:00",21.371751,81.664929,CO,14,30,19
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","04-05-2025 21:00:00",28.588333,77.221667,NO2,19,141,71
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","04-05-2025 21:00:00",28.5918245,77.2273074,PM2.5,55,324,165
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","04-05-2025 21:00:00",28.5918245,77.2273074,OZONE,14,162,105
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","04-05-2025 21:00:00",28.611281,77.237738,NO2,22,130,76
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","04-05-2025 21:00:00",28.611281,77.237738,NH3,1,11,6
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","04-05-2025 21:00:00",28.611281,77.237738,SO2,6,39,13
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","04-05-2025 21:00:00",28.636429,77.201067,SO2,6,34,16
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-05-2025 21:00:00",28.684678,77.076574,PM10,159,500,336
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-05-2025 21:00:00",28.684678,77.076574,NO2,50,95,71
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-05-2025 21:00:00",28.684678,77.076574,SO2,10,19,15
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-05-2025 21:00:00",28.684678,77.076574,OZONE,14,109,66
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","04-05-2025 21:00:00",25.892357,86.590325,CO,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","04-05-2025 21:00:00",25.859655,85.77944,PM10,37,92,55
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","04-05-2025 21:00:00",24.952822,84.002396,PM10,39,101,63
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","04-05-2025 21:00:00",24.952822,84.002396,NO2,3,6,4
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","04-05-2025 21:00:00",24.952822,84.002396,OZONE,11,16,13
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","04-05-2025 21:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","04-05-2025 21:00:00",30.735567,76.775714,PM2.5,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","04-05-2025 21:00:00",30.735567,76.775714,PM10,NA,NA,NA
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","04-05-2025 21:00:00",25.599486,85.113666,NH3,1,3,2
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","04-05-2025 21:00:00",25.599486,85.113666,SO2,3,4,3
India,Bihar,Patna,"Samanpura, Patna - BSPCB","04-05-2025 21:00:00",25.596727,85.085624,NH3,6,7,6
India,Bihar,Patna,"Samanpura, Patna - BSPCB","04-05-2025 21:00:00",25.596727,85.085624,SO2,3,5,4
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","04-05-2025 21:00:00",25.366336,87.117468,NO2,14,23,19
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","04-05-2025 21:00:00",25.366336,87.117468,NH3,3,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","04-05-2025 21:00:00",25.03280,85.41948,PM2.5,12,230,87
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","04-05-2025 21:00:00",30.751462,76.762879,NO2,21,67,29
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","04-05-2025 21:00:00",30.751462,76.762879,NH3,27,39,33
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","04-05-2025 21:00:00",30.719859,76.738637,PM2.5,18,163,67
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","04-05-2025 21:00:00",22.08815,82.13737,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","04-05-2025 21:00:00",22.118125,83.140608,PM2.5,NA,NA,NA
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","04-05-2025 21:00:00",28.60909,77.0325413,OZONE,9,12,10
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","04-05-2025 21:00:00",28.570173,76.933762,NH3,9,17,12
India,Delhi,Delhi,"Narela, Delhi - DPCC","04-05-2025 21:00:00",28.822836,77.101981,CO,2,72,45
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","04-05-2025 21:00:00",28.6573814,77.1585447,PM2.5,34,355,219
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-05-2025 21:00:00",28.695381,77.181665,NH3,12,19,16
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-05-2025 21:00:00",28.695381,77.181665,CO,44,114,61
India,Delhi,Delhi,"Bawana, Delhi - DPCC","04-05-2025 21:00:00",28.776200,77.051074,OZONE,7,105,67
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-05-2025 21:00:00",22.977134,72.553024,PM2.5,99,305,190
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-05-2025 21:00:00",22.977134,72.553024,PM10,105,206,143
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-05-2025 21:00:00",22.977134,72.553024,SO2,1,18,7
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","04-05-2025 21:00:00",23.002657,72.591912,NO2,30,31,30
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","04-05-2025 21:00:00",23.002657,72.591912,SO2,23,41,32
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","04-05-2025 21:00:00",23.020509,72.579261,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","04-05-2025 21:00:00",23.020509,72.579261,CO,18,44,31
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","04-05-2025 21:00:00",23.020509,72.579261,OZONE,6,36,27
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","04-05-2025 21:00:00",23.016834,72.625775,NO2,29,32,30
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","04-05-2025 21:00:00",23.016834,72.625775,NH3,3,4,4
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","04-05-2025 21:00:00",23.041137,72.456691,PM10,58,119,86
India,Delhi,Delhi,"Pusa, Delhi - IMD","04-05-2025 21:00:00",28.636110,77.173332,NO2,19,90,51
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","04-05-2025 21:00:00",28.563262,77.186937,CO,15,105,36
India,Delhi,Delhi,"Rohini, Delhi - DPCC","04-05-2025 21:00:00",28.732528,77.119920,PM2.5,55,365,249
India,Delhi,Delhi,"Rohini, Delhi - DPCC","04-05-2025 21:00:00",28.732528,77.119920,PM10,131,335,238
India,Delhi,Delhi,"Rohini, Delhi - DPCC","04-05-2025 21:00:00",28.732528,77.119920,SO2,6,24,14
